x,y,u_displacement,v_displacement
203,218,-2.97324,-1.01131
206,218,-2.9733,-0.907904
209,218,-2.96118,-0.786784
212,218,-2.96772,-0.664386
215,218,-2.96361,-0.5424
218,218,-2.98838,-0.407248
221,218,-2.98311,-0.272661
224,218,-2.98371,-0.168923
227,218,-2.98612,-0.0432325
230,218,-2.98521,0.0921071
233,218,-2.97112,0.21045
236,218,-2.96224,0.324883
239,218,-2.97189,0.459466
242,218,-2.9806,0.595003
245,218,-2.9847,0.713881
248,218,-2.99112,0.8267
251,218,-2.97541,0.938331
254,218,-2.98283,1.0341
257,218,-2.97331,1.13173
260,218,-2.97632,1.2173
263,218,-2.97054,1.32812
266,218,-2.97867,1.41933
269,218,-2.97985,1.51472
272,218,-2.9969,1.58784
275,218,-2.98939,1.66092
278,218,-2.98298,1.72796
281,218,-2.97798,1.79274
284,218,-2.98505,1.852
14,221,-2.99647,1.96327
17,221,-2.99866,1.9383
20,221,-3.00053,1.89109
23,221,-3.01495,1.83319
26,221,-3.0132,1.77952
29,221,-3.00856,1.71686
32,221,-3.00756,1.64628
35,221,-3.00031,1.56127
38,221,-2.99796,1.48185
41,221,-3.00256,1.37993
44,221,-2.99094,1.31026
47,221,-2.9929,1.20154
50,221,-2.99695,1.11328
53,221,-2.99356,1.00129
56,221,-2.99221,0.889438
59,221,-2.98264,0.770552
62,221,-2.98773,0.660586
65,221,-2.99802,0.544289
68,221,-2.99255,0.407996
71,221,-2.98117,0.284366
74,221,-2.98013,0.165304
77,221,-2.98758,0.0509935
80,221,-2.98793,-0.0845806
83,221,-2.98519,-0.216626
86,221,-2.98482,-0.32902
89,221,-2.97869,-0.470447
92,221,-2.97958,-0.587069
95,221,-2.97339,-0.708669
98,221,-2.97982,-0.824022
101,221,-2.97895,-0.930339
104,221,-2.98335,-1.03406
107,221,-2.98262,-1.14712
110,221,-2.98123,-1.24712
113,221,-2.97669,-1.34195
116,221,-2.98511,-1.422
119,221,-2.97227,-1.49413
122,221,-2.97631,-1.57691
125,221,-2.96144,-1.66692
128,221,-2.97362,-1.73032
131,221,-2.97203,-1.78336
134,221,-2.95124,-1.86101
137,221,-2.96892,-1.9026
140,221,-2.96775,-1.93957
143,221,-2.97949,-1.97171
146,221,-2.9562,-1.98247
149,221,-2.96713,-1.99842
152,221,-2.96919,-1.99623
155,221,-2.97263,-1.99022
158,221,-2.96563,-1.98268
161,221,-2.97305,-1.9683
164,221,-2.96158,-1.95258
167,221,-2.9713,-1.92577
170,221,-2.96469,-1.89045
173,221,-2.97263,-1.82831
176,221,-2.974,-1.77503
179,221,-2.98588,-1.71574
182,221,-2.97549,-1.63176
185,221,-2.97872,-1.56322
188,221,-2.97994,-1.48578
191,221,-2.97283,-1.39759
194,221,-2.97568,-1.30852
197,221,-2.96172,-1.20957
200,221,-2.97241,-1.10655
203,221,-2.97612,-0.997373
206,221,-2.97432,-0.884296
209,221,-2.97979,-0.773453
212,221,-2.98776,-0.658806
215,221,-2.99249,-0.536977
218,221,-3.00189,-0.409916
221,221,-2.99281,-0.281249
224,221,-2.99035,-0.174009
227,221,-2.98876,-0.0330696
230,221,-2.98506,0.106023
233,221,-2.99375,0.210184
236,221,-2.99268,0.326162
239,221,-2.98611,0.464695
242,221,-2.99373,0.59585
245,221,-2.986,0.717889
248,221,-2.99017,0.82512
251,221,-2.98655,0.939807
254,221,-3.00335,1.03967
257,221,-2.99127,1.14862
260,221,-2.99445,1.22908
263,221,-2.98629,1.33354
266,221,-2.98071,1.43387
269,221,-2.9859,1.51889
272,221,-2.99835,1.59412
275,221,-2.99957,1.66881
278,221,-2.99237,1.74332
281,221,-2.99579,1.81715
284,221,-2.99712,1.85394
14,224,-2.99814,1.95581
17,224,-2.99852,1.93054
20,224,-3.0009,1.8709
23,224,-3.01223,1.82057
26,224,-3.01499,1.76416
29,224,-3.01541,1.69932
32,224,-3.01083,1.64348
35,224,-3.00461,1.55818
38,224,-2.99783,1.47539
41,224,-3.00128,1.38292
44,224,-2.99337,1.30393
47,224,-2.98437,1.20037
50,224,-2.98881,1.10494
53,224,-2.99678,1.01328
56,224,-2.99041,0.893476
59,224,-2.99526,0.780261
62,224,-2.99884,0.66656
65,224,-3.01309,0.547919
68,224,-2.99582,0.413542
71,224,-2.98272,0.287702
74,224,-2.99279,0.179616
77,224,-2.99676,0.0616086
80,224,-2.99373,-0.0809778
83,224,-2.99954,-0.19549
86,224,-2.99796,-0.322138
89,224,-2.99309,-0.464257
92,224,-2.99053,-0.593565
95,224,-2.97624,-0.712026
98,224,-2.99052,-0.818988
101,224,-2.9912,-0.928747
104,224,-2.99945,-1.03628
107,224,-2.99675,-1.14711
110,224,-3.00983,-1.23155
113,224,-3.0113,-1.31662
116,224,-3.00941,-1.41854
119,224,-2.99711,-1.50109
122,224,-2.9929,-1.59956
125,224,-2.98328,-1.67728
128,224,-2.98966,-1.73798
131,224,-2.99381,-1.79616
134,224,-2.99113,-1.85979
137,224,-3.0062,-1.89742
140,224,-2.99938,-1.92549
143,224,-3.0073,-1.95849
146,224,-2.98049,-1.98073
149,224,-2.99713,-1.99231
152,224,-2.99016,-1.995
155,224,-2.99278,-1.98545
158,224,-2.99102,-1.97755
161,224,-2.9939,-1.96487
164,224,-2.98671,-1.93281
167,224,-2.99188,-1.90127
170,224,-2.98261,-1.87114
173,224,-2.97857,-1.82329
176,224,-2.98366,-1.77212
179,224,-2.99153,-1.71395
182,224,-2.99074,-1.64164
185,224,-2.9996,-1.56634
188,224,-2.99686,-1.48431
191,224,-2.99493,-1.39817
194,224,-2.99255,-1.30045
197,224,-2.97143,-1.20006
200,224,-2.97809,-1.10236
203,224,-2.97625,-1.00309
206,224,-2.98816,-0.899673
209,224,-2.98658,-0.779914
212,224,-2.99356,-0.662318
215,224,-3.00354,-0.53446
218,224,-2.99596,-0.407057
221,224,-2.99352,-0.280225
224,224,-2.99398,-0.162513
227,224,-2.97842,-0.0443739
230,224,-2.99262,0.0729052
233,224,-2.99027,0.202427
236,224,-2.99245,0.327228
239,224,-2.99083,0.463359
242,224,-2.99946,0.592212
245,224,-2.99506,0.701817
248,224,-3.00589,0.806046
251,224,-2.99548,0.927305
254,224,-3.00247,1.03356
257,224,-2.99078,1.13711
260,224,-2.99476,1.22809
263,224,-2.98404,1.33585
266,224,-2.98946,1.4208
269,224,-2.98669,1.51044
272,224,-3.00611,1.58209
275,224,-3.00415,1.65071
278,224,-2.98468,1.74093
281,224,-2.99524,1.79957
284,224,-2.99347,1.84086
14,227,-2.98537,1.97154
17,227,-2.98299,1.9424
20,227,-2.98976,1.90349
23,227,-2.99511,1.83747
26,227,-3.00593,1.7746
29,227,-3.00466,1.71102
32,227,-2.99917,1.64718
35,227,-2.99725,1.55951
38,227,-2.99451,1.48406
41,227,-2.99771,1.40882
44,227,-2.99093,1.3134
47,227,-2.98959,1.20681
50,227,-2.99676,1.09693
53,227,-3.00819,0.995141
56,227,-3.00747,0.863456
59,227,-2.99972,0.762673
62,227,-3.00232,0.659063
65,227,-3.01259,0.539844
68,227,-3.00231,0.404304
71,227,-2.98304,0.279879
74,227,-2.99547,0.158515
77,227,-3.00483,0.029202
80,227,-3.00775,-0.103468
83,227,-3.00916,-0.229143
86,227,-2.99886,-0.34159
89,227,-2.99503,-0.461761
92,227,-2.99922,-0.585826
95,227,-2.99896,-0.697451
98,227,-3.01249,-0.80823
101,227,-3.02297,-0.931245
104,227,-3.02031,-1.03744
107,227,-3.00766,-1.1418
110,227,-3.00763,-1.24005
113,227,-3.01008,-1.32594
116,227,-3.00656,-1.42294
119,227,-3.01753,-1.50308
122,227,-3.01658,-1.58128
125,227,-3.00715,-1.66306
128,227,-3.00647,-1.7264
131,227,-3.00717,-1.78789
134,227,-2.99595,-1.84373
137,227,-3.00384,-1.8881
140,227,-3.00397,-1.92601
143,227,-3.01341,-1.95968
146,227,-2.98454,-1.98091
149,227,-2.99265,-1.99037
152,227,-2.99469,-1.99398
155,227,-2.99479,-1.98384
158,227,-2.99249,-1.97306
161,227,-2.99617,-1.96711
164,227,-2.99214,-1.94397
167,227,-2.99888,-1.90362
170,227,-2.99124,-1.86871
173,227,-2.98164,-1.82131
176,227,-2.98925,-1.77143
179,227,-2.99633,-1.71632
182,227,-2.98759,-1.64199
185,227,-3.00059,-1.56416
188,227,-3.0013,-1.48555
191,227,-2.9953,-1.40285
194,227,-3.00342,-1.32181
197,227,-2.99385,-1.21556
200,227,-2.98827,-1.11169
203,227,-2.98683,-1.00832
206,227,-2.99711,-0.908678
209,227,-2.98871,-0.788945
212,227,-2.9855,-0.667719
215,227,-2.99928,-0.53797
218,227,-2.99798,-0.408289
221,227,-3.00731,-0.287731
224,227,-3.0039,-0.161708
227,227,-3.00006,-0.0406723
230,227,-3.01163,0.0786566
233,227,-2.99311,0.200324
236,227,-2.98605,0.322202
239,227,-2.99025,0.453761
242,227,-2.99373,0.579744
245,227,-3.0075,0.708403
248,227,-3.01253,0.823429
251,227,-2.99691,0.938057
254,227,-3.00274,1.03899
257,227,-3.00038,1.12451
260,227,-3.00115,1.21584
263,227,-2.99012,1.32662
266,227,-2.9891,1.42555
269,227,-2.99354,1.51985
272,227,-2.9934,1.59947
275,227,-2.99387,1.67058
278,227,-2.98812,1.73858
281,227,-2.98877,1.79194
284,227,-2.99713,1.84012
14,230,-2.97449,1.9694
17,230,-2.95685,1.93455
20,230,-2.96602,1.89506
23,230,-2.97386,1.81489
26,230,-2.97199,1.76849
29,230,-2.96159,1.72387
32,230,-2.96584,1.6394
35,230,-2.97588,1.55857
38,230,-2.98939,1.45878
41,230,-2.9806,1.38677
44,230,-2.9715,1.28774
47,230,-2.96714,1.18721
50,230,-2.97894,1.09148
53,230,-2.97927,0.993692
56,230,-2.98152,0.904546
59,230,-2.98406,0.782096
62,230,-2.99188,0.665957
65,230,-2.99331,0.535003
68,230,-3.00473,0.406853
71,230,-2.98808,0.283932
74,230,-2.98964,0.167613
77,230,-2.99949,0.0385864
80,230,-2.99934,-0.0834433
83,230,-2.99678,-0.210443
86,230,-2.98972,-0.328951
89,230,-2.99283,-0.4558
92,230,-2.99348,-0.57985
95,230,-3.00156,-0.702069
98,230,-3.01387,-0.799562
101,230,-2.99976,-0.916495
104,230,-3.00346,-1.02837
107,230,-2.99017,-1.14406
110,230,-2.9946,-1.24041
113,230,-2.9982,-1.32706
116,230,-3.0018,-1.42237
119,230,-3.00727,-1.50447
122,230,-3.00756,-1.60005
125,230,-2.99546,-1.66575
128,230,-2.99017,-1.726
131,230,-2.99428,-1.78728
134,230,-2.98579,-1.85818
137,230,-2.9956,-1.89969
140,230,-2.99575,-1.92091
143,230,-3.00098,-1.95362
146,230,-2.99313,-1.97425
149,230,-2.99172,-1.99564
152,230,-2.99265,-1.98918
155,230,-2.98943,-1.98604
158,230,-2.99004,-1.97353
161,230,-3.00484,-1.95825
164,230,-3.00075,-1.94896
167,230,-2.99734,-1.89272
170,230,-2.98953,-1.85337
173,230,-2.98333,-1.80923
176,230,-2.99455,-1.7677
179,230,-3.00692,-1.69871
182,230,-2.9918,-1.63228
185,230,-3.00275,-1.55693
188,230,-2.99962,-1.48702
191,230,-3.0012,-1.40751
194,230,-2.98275,-1.29339
197,230,-2.9949,-1.19817
200,230,-2.987,-1.10155
203,230,-2.99619,-0.996557
206,230,-3.00329,-0.876503
209,230,-2.98206,-0.767645
212,230,-2.96942,-0.656462
215,230,-2.98695,-0.536888
218,230,-2.98559,-0.415925
221,230,-2.99028,-0.288055
224,230,-2.99185,-0.170692
227,230,-2.9998,-0.0516497
230,230,-2.99403,0.0797658
233,230,-2.99078,0.211958
236,230,-2.97722,0.333285
239,230,-2.97569,0.453608
242,230,-2.98481,0.584044
245,230,-2.99205,0.711432
248,230,-2.98513,0.811325
251,230,-2.97681,0.941305
254,230,-2.97908,1.03884
257,230,-2.97506,1.14596
260,230,-2.98096,1.23835
263,230,-2.97678,1.33461
266,230,-2.9733,1.42639
269,230,-2.96887,1.51203
272,230,-2.97569,1.597
275,230,-2.97593,1.6741
278,230,-2.96556,1.74433
281,230,-2.96458,1.79074
284,230,-2.97553,1.84721
14,233,-2.927,1.95833
17,233,-2.91624,1.92447
20,233,-2.91257,1.87982
23,233,-2.93295,1.83048
26,233,-2.93536,1.78785
29,233,-2.93048,1.70578
32,233,-2.93571,1.61469
35,233,-2.93938,1.53922
38,233,-2.94673,1.46779
41,233,-2.93874,1.38781
44,233,-2.94415,1.29961
47,233,-2.94882,1.1909
50,233,-2.96204,1.09092
53,233,-2.96507,0.989123
56,233,-2.96127,0.883639
59,233,-2.9639,0.755344
62,233,-2.95359,0.649292
65,233,-2.96595,0.532521
68,233,-2.96691,0.408109
71,233,-2.95592,0.268572
74,233,-2.93941,0.146505
77,233,-2.96009,0.0189614
80,233,-2.95024,-0.0862614
83,233,-2.96209,-0.208835
86,233,-2.9612,-0.334908
89,233,-2.96924,-0.456788
92,233,-2.96944,-0.574581
95,233,-2.95999,-0.702687
98,233,-2.96126,-0.807384
101,233,-2.95737,-0.921028
104,233,-2.96098,-1.03222
107,233,-2.98087,-1.15562
110,233,-2.97906,-1.24226
113,233,-2.96776,-1.32569
116,233,-2.96864,-1.41535
119,233,-2.97047,-1.49836
122,233,-2.96926,-1.58635
125,233,-2.9643,-1.66293
128,233,-2.96438,-1.7331
131,233,-2.96824,-1.80328
134,233,-2.97201,-1.86917
137,233,-2.95899,-1.89622
140,233,-2.9709,-1.91381
143,233,-2.97525,-1.94659
146,233,-2.97399,-1.96582
149,233,-2.96126,-1.98624
152,233,-2.97066,-1.98683
155,233,-2.96665,-1.98584
158,233,-2.95613,-1.97762
161,233,-2.97114,-1.96441
164,233,-2.97042,-1.93977
167,233,-2.97836,-1.89384
170,233,-2.97904,-1.85944
173,233,-2.96953,-1.81029
176,233,-2.97615,-1.76598
179,233,-2.97931,-1.70781
182,233,-2.96835,-1.63602
185,233,-2.98403,-1.57172
188,233,-2.98183,-1.49163
191,233,-2.97784,-1.40689
194,233,-2.9685,-1.29861
197,233,-2.97783,-1.20961
200,233,-2.96655,-1.1061
203,233,-2.97286,-0.99434
206,233,-2.97615,-0.880524
209,233,-2.97079,-0.772026
212,233,-2.95535,-0.662926
215,233,-2.97309,-0.54306
218,233,-2.96666,-0.416414
221,233,-2.97006,-0.283154
224,233,-2.96146,-0.178384
227,233,-2.96344,-0.0549339
230,233,-2.94958,0.0800616
233,233,-2.94473,0.213546
236,233,-2.94726,0.321694
239,233,-2.94355,0.459674
242,233,-2.95515,0.587188
245,233,-2.96425,0.707202
248,233,-2.95956,0.819632
251,233,-2.94528,0.928847
254,233,-2.95122,1.02602
257,233,-2.94782,1.13278
260,233,-2.94355,1.23148
263,233,-2.94641,1.32106
266,233,-2.93993,1.42289
269,233,-2.92988,1.51567
272,233,-2.92759,1.5924
275,233,-2.92883,1.66312
278,233,-2.92817,1.72578
281,233,-2.93206,1.78975
284,233,-2.9385,1.83444
14,236,-2.88069,1.96323
17,236,-2.8624,1.931
20,236,-2.86939,1.8796
23,236,-2.88645,1.83124
26,236,-2.88985,1.78967
29,236,-2.87578,1.73194
32,236,-2.88932,1.65366
35,236,-2.88981,1.5503
38,236,-2.89347,1.47698
41,236,-2.89863,1.3846
44,236,-2.89633,1.29567
47,236,-2.90481,1.18632
50,236,-2.90742,1.09429
53,236,-2.91157,0.988096
56,236,-2.92076,0.886716
59,236,-2.92298,0.753739
62,236,-2.90276,0.637828
65,236,-2.91424,0.526603
68,236,-2.9227,0.414356
71,236,-2.90794,0.290311
74,236,-2.89047,0.152164
77,236,-2.92702,0.0298724
80,236,-2.94246,-0.0897847
83,236,-2.94631,-0.226339
86,236,-2.93667,-0.348112
89,236,-2.92803,-0.467579
92,236,-2.92988,-0.584998
95,236,-2.93929,-0.692353
98,236,-2.93837,-0.794092
101,236,-2.93839,-0.920314
104,236,-2.93642,-1.01265
107,236,-2.95358,-1.14052
110,236,-2.95548,-1.25109
113,236,-2.94147,-1.33261
116,236,-2.95517,-1.41894
119,236,-2.94876,-1.49878
122,236,-2.93714,-1.59257
125,236,-2.93168,-1.6605
128,236,-2.94301,-1.72196
131,236,-2.94008,-1.78254
134,236,-2.9289,-1.84596
137,236,-2.92846,-1.89629
140,236,-2.95067,-1.91705
143,236,-2.95453,-1.95281
146,236,-2.94953,-1.96907
149,236,-2.93098,-1.9914
152,236,-2.9365,-1.99852
155,236,-2.9414,-1.98492
158,236,-2.93598,-1.97254
161,236,-2.93484,-1.96553
164,236,-2.95071,-1.93206
167,236,-2.95072,-1.89952
170,236,-2.94653,-1.8598
173,236,-2.94176,-1.81182
176,236,-2.94964,-1.76404
179,236,-2.9382,-1.69958
182,236,-2.93146,-1.62548
185,236,-2.9398,-1.56098
188,236,-2.93388,-1.48926
191,236,-2.94054,-1.40909
194,236,-2.94011,-1.30089
197,236,-2.93865,-1.20274
200,236,-2.92847,-1.10474
203,236,-2.9493,-1
206,236,-2.94076,-0.881364
209,236,-2.9262,-0.768565
212,236,-2.93524,-0.650744
215,236,-2.95811,-0.532334
218,236,-2.94062,-0.412944
221,236,-2.9365,-0.276363
224,236,-2.92312,-0.15545
227,236,-2.92455,-0.034133
230,236,-2.92393,0.0725431
233,236,-2.91893,0.202181
236,236,-2.91444,0.319304
239,236,-2.91411,0.460193
242,236,-2.91978,0.589731
245,236,-2.91417,0.718166
248,236,-2.91017,0.838431
251,236,-2.89758,0.950294
254,236,-2.90033,1.04029
257,236,-2.90605,1.13341
260,236,-2.90509,1.23589
263,236,-2.90999,1.32706
266,236,-2.89671,1.43167
269,236,-2.88829,1.5119
272,236,-2.88874,1.59011
275,236,-2.88298,1.67031
278,236,-2.88362,1.7316
281,236,-2.88971,1.781
284,236,-2.89964,1.8252
14,239,-2.83679,1.94846
17,239,-2.81894,1.9223
20,239,-2.82233,1.87786
23,239,-2.8294,1.81632
26,239,-2.83897,1.77378
29,239,-2.82699,1.70968
32,239,-2.82354,1.64106
35,239,-2.83452,1.54252
38,239,-2.83551,1.46508
41,239,-2.85386,1.37277
44,239,-2.84833,1.28542
47,239,-2.83929,1.17273
50,239,-2.85995,1.08515
53,239,-2.86456,0.974138
56,239,-2.86858,0.886003
59,239,-2.8578,0.766523
62,239,-2.84818,0.650322
65,239,-2.86226,0.533352
68,239,-2.87885,0.407941
71,239,-2.86861,0.282357
74,239,-2.8556,0.165953
77,239,-2.87657,0.0439435
80,239,-2.88614,-0.0898201
83,239,-2.89622,-0.222587
86,239,-2.91048,-0.336262
89,239,-2.88196,-0.468777
92,239,-2.89183,-0.585964
95,239,-2.893,-0.699805
98,239,-2.90645,-0.814077
101,239,-2.88817,-0.930303
104,239,-2.88702,-1.03439
107,239,-2.90403,-1.15383
110,239,-2.90689,-1.26652
113,239,-2.89844,-1.34359
116,239,-2.90966,-1.43174
119,239,-2.90874,-1.50147
122,239,-2.89581,-1.59174
125,239,-2.89971,-1.66758
128,239,-2.89887,-1.72029
131,239,-2.89371,-1.77625
134,239,-2.89193,-1.84719
137,239,-2.88175,-1.89161
140,239,-2.90494,-1.91763
143,239,-2.90565,-1.96194
146,239,-2.90369,-1.97727
149,239,-2.90494,-1.98546
152,239,-2.89675,-2.00311
155,239,-2.90451,-1.98824
158,239,-2.89929,-1.98144
161,239,-2.90133,-1.97219
164,239,-2.90316,-1.93645
167,239,-2.90191,-1.90669
170,239,-2.90826,-1.87232
173,239,-2.91497,-1.8218
176,239,-2.92091,-1.76903
179,239,-2.89872,-1.7183
182,239,-2.90184,-1.64397
185,239,-2.90555,-1.57353
188,239,-2.89324,-1.49313
191,239,-2.90018,-1.40475
194,239,-2.89308,-1.29683
197,239,-2.89546,-1.20895
200,239,-2.8877,-1.10659
203,239,-2.90455,-0.998852
206,239,-2.89904,-0.884635
209,239,-2.88626,-0.771902
212,239,-2.88727,-0.658525
215,239,-2.88978,-0.527349
218,239,-2.89698,-0.405823
221,239,-2.8822,-0.277155
224,239,-2.88063,-0.17209
227,239,-2.8827,-0.04641
230,239,-2.8738,0.0713463
233,239,-2.87828,0.199352
236,239,-2.85869,0.326065
239,239,-2.84962,0.452095
242,239,-2.87532,0.596805
245,239,-2.875,0.705896
248,239,-2.86741,0.818458
251,239,-2.86299,0.934127
254,239,-2.85921,1.04344
257,239,-2.86012,1.13148
260,239,-2.85483,1.24375
263,239,-2.85745,1.32268
266,239,-2.85086,1.42364
269,239,-2.84984,1.51185
272,239,-2.84595,1.58205
275,239,-2.8373,1.65549
278,239,-2.84699,1.71675
281,239,-2.85553,1.76485
284,239,-2.85482,1.80937
14,242,-2.78255,1.94444
17,242,-2.76575,1.91637
20,242,-2.76895,1.87056
23,242,-2.77837,1.81346
26,242,-2.76613,1.77164
29,242,-2.76179,1.70092
32,242,-2.7653,1.63188
35,242,-2.78545,1.53706
38,242,-2.78958,1.46168
41,242,-2.80498,1.37545
44,242,-2.78599,1.29011
47,242,-2.79063,1.18166
50,242,-2.7922,1.08295
53,242,-2.79362,0.975414
56,242,-2.79965,0.88655
59,242,-2.79382,0.770698
62,242,-2.7951,0.662721
65,242,-2.80996,0.530852
68,242,-2.80933,0.406046
71,242,-2.7927,0.289865
74,242,-2.78709,0.173743
77,242,-2.81868,0.0499837
80,242,-2.81398,-0.0832991
83,242,-2.83154,-0.209679
86,242,-2.84458,-0.335171
89,242,-2.84367,-0.462484
92,242,-2.85151,-0.590559
95,242,-2.83271,-0.705936
98,242,-2.84788,-0.817057
101,242,-2.84049,-0.931031
104,242,-2.8184,-1.03402
107,242,-2.83701,-1.15415
110,242,-2.84791,-1.25233
113,242,-2.84169,-1.32673
116,242,-2.85568,-1.41644
119,242,-2.85388,-1.4998
122,242,-2.85164,-1.59135
125,242,-2.84563,-1.66577
128,242,-2.83259,-1.72963
131,242,-2.8266,-1.77152
134,242,-2.83614,-1.84299
137,242,-2.84618,-1.87962
140,242,-2.85788,-1.91512
143,242,-2.85858,-1.96075
146,242,-2.85556,-1.98393
149,242,-2.8544,-1.99571
152,242,-2.84624,-2.00785
155,242,-2.86374,-1.99397
158,242,-2.85358,-1.97775
161,242,-2.85802,-1.97453
164,242,-2.85833,-1.94339
167,242,-2.85151,-1.90482
170,242,-2.8616,-1.86656
173,242,-2.8548,-1.81563
176,242,-2.85364,-1.76163
179,242,-2.8497,-1.71451
182,242,-2.84687,-1.62811
185,242,-2.8421,-1.55636
188,242,-2.84042,-1.48833
191,242,-2.83422,-1.40316
194,242,-2.83379,-1.30875
197,242,-2.83188,-1.21579
200,242,-2.82471,-1.10961
203,242,-2.84089,-1.0089
206,242,-2.83368,-0.892932
209,242,-2.82335,-0.776912
212,242,-2.82566,-0.651674
215,242,-2.83236,-0.54081
218,242,-2.83572,-0.419961
221,242,-2.82424,-0.290186
224,242,-2.81262,-0.154936
227,242,-2.81601,-0.0350379
230,242,-2.81129,0.0667309
233,242,-2.80947,0.192699
236,242,-2.78878,0.326967
239,242,-2.78848,0.46572
242,242,-2.80948,0.588617
245,242,-2.80197,0.706988
248,242,-2.79562,0.832093
251,242,-2.79703,0.964245
254,242,-2.80004,1.06777
257,242,-2.79688,1.1401
260,242,-2.78709,1.24696
263,242,-2.79008,1.34581
266,242,-2.77372,1.43529
269,242,-2.7681,1.52255
272,242,-2.77991,1.58786
275,242,-2.76483,1.68652
278,242,-2.756,1.74468
281,242,-2.76409,1.79888
284,242,-2.76652,1.83539
14,245,-2.69828,1.95228
17,245,-2.68731,1.92418
20,245,-2.6761,1.87218
23,245,-2.70236,1.82394
26,245,-2.69322,1.77501
29,245,-2.70719,1.7033
32,245,-2.71369,1.61347
35,245,-2.71961,1.53291
38,245,-2.71301,1.46015
41,245,-2.72619,1.37205
44,245,-2.72307,1.2875
47,245,-2.72601,1.17506
50,245,-2.72926,1.08146
53,245,-2.72433,0.978823
56,245,-2.73162,0.885062
59,245,-2.70686,0.767611
62,245,-2.71083,0.659167
65,245,-2.72109,0.536704
68,245,-2.72446,0.408422
71,245,-2.71924,0.290107
74,245,-2.70686,0.184302
77,245,-2.7317,0.0576154
80,245,-2.7498,-0.095622
83,245,-2.75516,-0.226416
86,245,-2.77455,-0.341635
89,245,-2.76957,-0.464616
92,245,-2.7862,-0.60299
95,245,-2.7672,-0.713958
98,245,-2.778,-0.8157
101,245,-2.77103,-0.9234
104,245,-2.75587,-1.03691
107,245,-2.76022,-1.16166
110,245,-2.77483,-1.25902
113,245,-2.7776,-1.33433
116,245,-2.79567,-1.4277
119,245,-2.79442,-1.51719
122,245,-2.79313,-1.60678
125,245,-2.78833,-1.64865
128,245,-2.78263,-1.72978
131,245,-2.75884,-1.79414
134,245,-2.77163,-1.85485
137,245,-2.78628,-1.89592
140,245,-2.8006,-1.92973
143,245,-2.81755,-1.98508
146,245,-2.78441,-1.99972
149,245,-2.77391,-2.00763
152,245,-2.78872,-2.00479
155,245,-2.79845,-2.01022
158,245,-2.77384,-1.9872
161,245,-2.80461,-1.97961
164,245,-2.80964,-1.94549
167,245,-2.79601,-1.9095
170,245,-2.79209,-1.87364
173,245,-2.79684,-1.81084
176,245,-2.79009,-1.74858
179,245,-2.80123,-1.69879
182,245,-2.79338,-1.61699
185,245,-2.79316,-1.54816
188,245,-2.79534,-1.4723
191,245,-2.77931,-1.38245
194,245,-2.7785,-1.29293
197,245,-2.76358,-1.18454
200,245,-2.7693,-1.08427
203,245,-2.78202,-0.978653
206,245,-2.77159,-0.881478
209,245,-2.74667,-0.774198
212,245,-2.75027,-0.653811
215,245,-2.76321,-0.538399
218,245,-2.76422,-0.411388
221,245,-2.76321,-0.288818
224,245,-2.74885,-0.154859
227,245,-2.75373,-0.0266258
230,245,-2.73868,0.0839775
233,245,-2.7211,0.190324
236,245,-2.71171,0.318731
239,245,-2.70203,0.464359
242,245,-2.72663,0.588992
245,245,-2.72656,0.713291
248,245,-2.72525,0.819562
251,245,-2.72446,0.932871
254,245,-2.72708,1.04774
257,245,-2.72278,1.12619
260,245,-2.71735,1.23419
263,245,-2.7166,1.33528
266,245,-2.71324,1.43233
269,245,-2.70136,1.52003
272,245,-2.70865,1.58573
275,245,-2.70658,1.67392
278,245,-2.68365,1.73301
281,245,-2.70832,1.78484
284,245,-2.70383,1.83545
14,248,-2.61553,1.95656
17,248,-2.60773,1.92845
20,248,-2.58849,1.87259
23,248,-2.61037,1.8242
26,248,-2.61283,1.79114
29,248,-2.62393,1.72653
32,248,-2.62587,1.64043
35,248,-2.61762,1.55653
38,248,-2.62378,1.47588
41,248,-2.63268,1.38646
44,248,-2.6356,1.30297
47,248,-2.6276,1.1823
50,248,-2.63982,1.09379
53,248,-2.65223,1.0032
56,248,-2.64568,0.893317
59,248,-2.62103,0.771908
62,248,-2.62478,0.6637
65,248,-2.64035,0.543543
68,248,-2.64301,0.420159
71,248,-2.6208,0.293623
74,248,-2.63286,0.173809
77,248,-2.66134,0.0434839
80,248,-2.66884,-0.101924
83,248,-2.68222,-0.22796
86,248,-2.69693,-0.343095
89,248,-2.69825,-0.471821
92,248,-2.70235,-0.60115
95,248,-2.69313,-0.722991
98,248,-2.68244,-0.825184
101,248,-2.69103,-0.940102
104,248,-2.69345,-1.04094
107,248,-2.69676,-1.17548
110,248,-2.7051,-1.26907
113,248,-2.70124,-1.34128
116,248,-2.71514,-1.44252
119,248,-2.711,-1.53725
122,248,-2.71154,-1.62701
125,248,-2.70303,-1.66479
128,248,-2.70633,-1.74899
131,248,-2.70093,-1.79282
134,248,-2.69596,-1.85751
137,248,-2.71971,-1.89469
140,248,-2.7137,-1.91683
143,248,-2.72562,-1.96732
146,248,-2.69449,-1.973
149,248,-2.70107,-1.99727
152,248,-2.70909,-2.00735
155,248,-2.71795,-1.99855
158,248,-2.6954,-1.99172
161,248,-2.73074,-1.98597
164,248,-2.7348,-1.9478
